Income 75-122.000,Income >123.000,Average income,Purchasing power class,Contribution private third party insurance,Contribution car policies,Contribution fire policies,AWAPART Number of private third party insurance 1 - 12,Number of car policies,Number of fire policies,Customer Subtype,Number of houses 
Income 75-122.000= 0,Income >123.000= 0,Average income= 5,Purchasing power class= 4,Contribution private third party insurance=0,Contribution car policies= 0,Contribution fire policies= 0,AWAPART Number of private third party insurance 1 - 12= 0,Number of car policies= 0,Number of fire policies= 0,Customer Subtype= 9,Number of houses= 1
Income 75-122.000= 0,Income >123.000= 0,Average income= 4,Purchasing power class= 3,Contribution private third party insurance=0,Contribution car policies= 0,Contribution fire policies= 0,AWAPART Number of private third party insurance 1 - 12= 0,Number of car policies= 0,Number of fire policies= 0,Customer Subtype= 36,Number of houses= 1
Income 75-122.000= 1,Income >123.000= 0,Average income= 3,Purchasing power class= 2,Contribution private third party insurance=2,Contribution car policies= 0,Contribution fire policies= 2,AWAPART Number of private third party insurance 1 - 12= 1,Number of car policies= 0,Number of fire policies= 1,Customer Subtype= 24,Number of houses= 1
Income 75-122.000= 1,Income >123.000= 0,Average income= 3,Purchasing power class= 3,Contribution private third party insurance=0,Contribution car policies= 5,Contribution fire policies= 0,AWAPART Number of private third party insurance 1 - 12= 0,Number of car policies= 1,Number of fire policies= 0,Customer Subtype= 33,Number of houses= 1
Income 75-122.000= 0,Income >123.000= 0,Average income= 4,Purchasing power class= 8,Contribution private third party insurance=0,Contribution car policies= 0,Contribution fire policies= 0,AWAPART Number of private third party insurance 1 - 12= 0,Number of car policies= 0,Number of fire policies= 0,Customer Subtype= 1,Number of houses= 1
Income 75-122.000= 0,Income >123.000= 0,Average income= 4,Purchasing power class= 3,Contribution private third party insurance=2,Contribution car policies= 0,Contribution fire policies= 3,AWAPART Number of private third party insurance 1 - 12= 1,Number of car policies= 0,Number of fire policies= 1,Customer Subtype= 33,Number of houses= 1
Income 75-122.000= 1,Income >123.000= 0,Average income= 3,Purchasing power class= 6,Contribution private third party insurance=2,Contribution car policies= 5,Contribution fire policies= 4,AWAPART Number of private third party insurance 1 - 12= 1,Number of car policies= 1,Number of fire policies= 1,Customer Subtype= 11,Number of houses= 2
Income 75-122.000= 3,Income >123.000= 0,Average income= 5,Purchasing power class= 4,Contribution private third party insurance=0,Contribution car policies= 6,Contribution fire policies= 0,AWAPART Number of private third party insurance 1 - 12= 0,Number of car policies= 2,Number of fire policies= 0,Customer Subtype= 37,Number of houses= 1
Income 75-122.000= 0,Income >123.000= 0,Average income= 2,Purchasing power class= 2,Contribution private third party insurance=2,Contribution car policies= 6,Contribution fire policies= 2,AWAPART Number of private third party insurance 1 - 12= 1,Number of car policies= 1,Number of fire policies= 1,Customer Subtype= 24,Number of houses= 2
Income 75-122.000= 0,Income >123.000= 0,Average income= 6,Purchasing power class= 6,Contribution private third party insurance=0,Contribution car policies= 5,Contribution fire policies= 0,AWAPART Number of private third party insurance 1 - 12= 0,Number of car policies= 1,Number of fire policies= 0,Customer Subtype= 2,Number of houses= 1
Income 75-122.000= 3,Income >123.000= 0,Average income= 5,Purchasing power class= 4,Contribution private third party insurance=2,Contribution car policies= 0,Contribution fire policies= 2,AWAPART Number of private third party insurance 1 - 12= 1,Number of car policies= 0,Number of fire policies= 1,Customer Subtype= 23,Number of houses= 1
Income 75-122.000= 0,Income >123.000= 0,Average income= 3,Purchasing power class= 4,Contribution private third party insurance=0,Contribution car policies= 6,Contribution fire policies= 3,AWAPART Number of private third party insurance 1 - 12= 0,Number of car policies= 1,Number of fire policies= 1,Customer Subtype= 37,Number of houses= 1
Income 75-122.000= 0,Income >123.000= 0,Average income= 4,Purchasing power class= 3,Contribution private third party insurance=2,Contribution car policies= 6,Contribution fire policies= 4,AWAPART Number of private third party insurance 1 - 12= 1,Number of car policies= 1,Number of fire policies= 1,Customer Subtype= 36,Number of houses= 1
Income 75-122.000= 3,Income >123.000= 1,Average income= 5,Purchasing power class= 7,Contribution private third party insurance=2,Contribution car policies= 0,Contribution fire policies= 0,AWAPART Number of private third party insurance 1 - 12= 1,Number of car policies= 0,Number of fire policies= 0,Customer Subtype= 8,Number of houses= 1
Income 75-122.000= 0,Income >123.000= 0,Average income= 3,Purchasing power class= 3,Contribution private third party insurance=2,Contribution car policies= 0,Contribution fire policies= 1,AWAPART Number of private third party insurance 1 - 12= 1,Number of car policies= 0,Number of fire policies= 1,Customer Subtype= 23,Number of houses= 1
Income 75-122.000= 0,Income >123.000= 0,Average income= 3,Purchasing power class= 3,Contribution private third party insurance=0,Contribution car policies= 6,Contribution fire policies= 0,AWAPART Number of private third party insurance 1 - 12= 0,Number of car policies= 1,Number of fire policies= 0,Customer Subtype= 33,Number of houses= 1
Income 75-122.000= 1,Income >123.000= 1,Average income= 6,Purchasing power class= 6,Contribution private third party insurance=0,Contribution car policies= 6,Contribution fire policies= 0,AWAPART Number of private third party insurance 1 - 12= 0,Number of car policies= 1,Number of fire policies= 0,Customer Subtype= 34,Number of houses= 2
Income 75-122.000= 0,Income >123.000= 0,Average income= 4,Purchasing power class= 3,Contribution private third party insurance=0,Contribution car policies= 0,Contribution fire policies= 0,AWAPART Number of private third party insurance 1 - 12= 0,Number of car policies= 0,Number of fire policies= 0,Customer Subtype= 33,Number of houses= 1
Income 75-122.000= 0,Income >123.000= 0,Average income= 2,Purchasing power class= 3,Contribution private third party insurance=0,Contribution car policies= 6,Contribution fire policies= 0,AWAPART Number of private third party insurance 1 - 12= 0,Number of car policies= 1,Number of fire policies= 0,Customer Subtype= 22,Number of houses= 3
Income 75-122.000= 0,Income >123.000= 0,Average income= 3,Purchasing power class= 6,Contribution private third party insurance=2,Contribution car policies= 6,Contribution fire policies= 4,AWAPART Number of private third party insurance 1 - 12= 1,Number of car policies= 2,Number of fire policies= 1,Customer Subtype= 34,Number of houses= 1
Income 75-122.000= 0,Income >123.000= 0,Average income= 4,Purchasing power class= 3,Contribution private third party insurance=0,Contribution car policies= 0,Contribution fire policies= 3,AWAPART Number of private third party insurance 1 - 12= 0,Number of car policies= 0,Number of fire policies= 1,Customer Subtype= 33,Number of houses= 1
Income 75-122.000= 0,Income >123.000= 0,Average income= 4,Purchasing power class= 7,Contribution private third party insurance=2,Contribution car policies= 0,Contribution fire policies= 0,AWAPART Number of private third party insurance 1 - 12= 1,Number of car policies= 0,Number of fire policies= 0,Customer Subtype= 8,Number of houses= 1
Income 75-122.000= 0,Income >123.000= 0,Average income= 2,Purchasing power class= 3,Contribution private third party insurance=0,Contribution car policies= 6,Contribution fire policies= 0,AWAPART Number of private third party insurance 1 - 12= 0,Number of car policies= 1,Number of fire policies= 0,Customer Subtype= 33,Number of houses= 1
Income 75-122.000= 1,Income >123.000= 0,Average income= 3,Purchasing power class= 5,Contribution private third party insurance=0,Contribution car policies= 0,Contribution fire policies= 1,AWAPART Number of private third party insurance 1 - 12= 0,Number of car policies= 0,Number of fire policies= 1,Customer Subtype= 37,Number of houses= 1
Income 75-122.000= 0,Income >123.000= 0,Average income= 4,Purchasing power class= 5,Contribution private third party insurance=0,Contribution car policies= 6,Contribution fire policies= 0,AWAPART Number of private third party insurance 1 - 12= 0,Number of car policies= 1,Number of fire policies= 0,Customer Subtype= 35,Number of houses= 1
Income 75-122.000= 0,Income >123.000= 0,Average income= 4,Purchasing power class= 6,Contribution private third party insurance=0,Contribution car policies= 0,Contribution fire policies= 5,AWAPART Number of private third party insurance 1 - 12= 0,Number of car policies= 0,Number of fire policies= 1,Customer Subtype= 34,Number of houses= 2
Income 75-122.000= 0,Income >123.000= 0,Average income= 3,Purchasing power class= 4,Contribution private third party insurance=0,Contribution car policies= 6,Contribution fire policies= 0,AWAPART Number of private third party insurance 1 - 12= 0,Number of car policies= 2,Number of fire policies= 0,Customer Subtype= 9,Number of houses= 1
Income 75-122.000= 0,Income >123.000= 0,Average income= 4,Purchasing power class= 8,Contribution private third party insurance=2,Contribution car policies= 6,Contribution fire policies= 4,AWAPART Number of private third party insurance 1 - 12= 1,Number of car policies= 1,Number of fire policies= 1,Customer Subtype= 10,Number of houses= 1
Income 75-122.000= 0,Income >123.000= 0,Average income= 2,Purchasing power class= 2,Contribution private third party insurance=0,Contribution car policies= 6,Contribution fire policies= 0,AWAPART Number of private third party insurance 1 - 12= 0,Number of car policies= 1,Number of fire policies= 0,Customer Subtype= 30,Number of houses= 1
Income 75-122.000= 1,Income >123.000= 0,Average income= 3,Purchasing power class= 3,Contribution private third party insurance=2,Contribution car policies= 6,Contribution fire policies= 0,AWAPART Number of private third party insurance 1 - 12= 1,Number of car policies= 1,Number of fire policies= 0,Customer Subtype= 36,Number of houses= 1
Income 75-122.000= 0,Income >123.000= 0,Average income= 4,Purchasing power class= 6,Contribution private third party insurance=2,Contribution car policies= 6,Contribution fire policies= 4,AWAPART Number of private third party insurance 1 - 12= 1,Number of car policies= 1,Number of fire policies= 1,Customer Subtype= 3,Number of houses= 1
Income 75-122.000= 0,Income >123.000= 0,Average income= 3,Purchasing power class= 1,Contribution private third party insurance=2,Contribution car policies= 6,Contribution fire policies= 2,AWAPART Number of private third party insurance 1 - 12= 1,Number of car policies= 1,Number of fire policies= 1,Customer Subtype= 25,Number of houses= 1
Income 75-122.000= 0,Income >123.000= 1,Average income= 3,Purchasing power class= 3,Contribution private third party insurance=0,Contribution car policies= 6,Contribution fire policies= 0,AWAPART Number of private third party insurance 1 - 12= 0,Number of car policies= 1,Number of fire policies= 0,Customer Subtype= 23,Number of houses= 1
Income 75-122.000= 0,Income >123.000= 0,Average income= 5,Purchasing power class= 7,Contribution private third party insurance=0,Contribution car policies= 0,Contribution fire policies= 0,AWAPART Number of private third party insurance 1 - 12= 0,Number of car policies= 0,Number of fire policies= 0,Customer Subtype= 8,Number of houses= 1
Income 75-122.000= 1,Income >123.000= 0,Average income= 3,Purchasing power class= 4,Contribution private third party insurance=0,Contribution car policies= 6,Contribution fire policies= 0,AWAPART Number of private third party insurance 1 - 12= 0,Number of car policies= 2,Number of fire policies= 0,Customer Subtype= 37,Number of houses= 1
